Dataset_CustomerNo,MAX_TRANSACTION,MONETARY,FREQUENCY,RECENCY,F Score,M Score,R Score,RFM Score,Customer Segment,RECENCY2
17858,10/17/2019 0:00,31395.35,172,44,5,5,3,355,Loyal Customers,44
15871,10/12/2019 0:00,8655.97,282,49,5,4,3,354,Loyal Customers,49
17872,10/12/2019 0:00,6717.56,261,49,5,3,3,353,Loyal Customers,49
13497,10/11/2019 0:00,2051.13,21,50,2,2,3,322,Casual Shoppers,50
15858,11/24/2019 0:00,12929.84,190,6,5,4,5,554,Champions,6
14744,11/23/2019 0:00,4801.26,25,7,2,3,5,523,High-Potential Customers,7
12836,10/11/2019 0:00,13141.71,174,50,5,4,3,354,Loyal Customers,50
12690,10/11/2019 0:00,8008.59,258,50,5,4,3,354,Loyal Customers,50
18126,10/10/2019 0:00,1525.71,51,51,3,2,3,332,Value Seekers,51
16395,10/10/2019 0:00,16208.21,206,51,5,5,3,355,Loyal Customers,51
14451,10/10/2019 0:00,4116.1,105,51,4,3,3,343,Loyal Customers,51
15553,10/10/2019 0:00,4810.89,55,51,3,3,3,333,Emerging Champions,51
15886,10/10/2019 0:00,1692.23,12,51,1,2,3,312,Casual Shoppers,51
14529,10/10/2019 0:00,3917.98,213,51,5,3,3,353,Loyal Customers,51
16465,10/10/2019 0:00,7852.66,237,51,5,4,3,354,Loyal Customers,51
17475,10/10/2019 0:00,2427.22,31,51,2,2,3,322,Casual Shoppers,51
17589,10/10/2019 0:00,17867.77,252,51,5,5,3,355,Loyal Customers,51
13259,10/9/2019 0:00,1581.63,81,52,4,2,3,342,Loyal Customers,52
14595,11/20/2019 0:00,11747.67,102,10,4,4,5,544,Champions,10
16595,10/9/2019 0:00,3654.09,85,52,4,3,3,343,Loyal Customers,52
15821,10/26/2019 0:00,2410.9,62,35,3,2,3,332,Value Seekers,35
15756,10/9/2019 0:00,2906.49,191,52,5,2,3,352,Loyal Customers,52
18088,10/9/2019 0:00,1254.42,37,52,3,1,3,331,Value Seekers,52
17790,11/13/2019 0:00,10571.14,189,17,5,4,4,454,Champions,17
13193,10/9/2019 0:00,586.35,25,52,2,1,3,321,Casual Shoppers,52
17236,11/27/2019 0:00,5520.41,125,3,4,3,5,543,Loyal Customers,3
16332,11/11/2019 0:00,9790.83,151,19,4,4,4,444,Champions,19
14801,10/9/2019 0:00,1967.33,57,52,3,2,3,332,Value Seekers,52
16380,10/9/2019 0:00,16423.32,31,52,2,5,3,325,High-Potential Customers,52
16921,10/9/2019 0:00,1705.6,55,52,3,2,3,332,Value Seekers,52
17975,11/24/2019 0:00,19981.65,292,6,5,5,5,555,Champions,6
15874,10/7/2019 0:00,31922.91,120,54,4,5,3,345,Loyal Customers,54
12856,11/21/2019 0:00,11419.4,262,9,5,4,5,554,Champions,9
16187,11/8/2019 0:00,65886.45,613,22,5,5,4,455,Champions,22
16924,11/18/2019 0:00,5287.45,81,12,4,3,5,543,Loyal Customers,12
15910,11/24/2019 0:00,8855.34,248,6,5,4,5,554,Champions,6
16895,10/6/2019 0:00,1109.69,62,55,3,1,3,331,Value Seekers,55
14518,10/6/2019 0:00,3027.32,16,55,2,2,3,322,Casual Shoppers,55
16896,10/6/2019 0:00,927.8,24,55,2,1,3,321,Casual Shoppers,55
13898,10/6/2019 0:00,8857.76,265,55,5,4,3,354,Loyal Customers,55
12923,10/6/2019 0:00,862.53,27,55,2,1,3,321,Casual Shoppers,55
14730,10/5/2019 0:00,10832.98,399,56,5,4,3,354,Loyal Customers,56
15048,10/5/2019 0:00,2346.47,94,56,4,2,3,342,Loyal Customers,56
15700,10/5/2019 0:00,9166.08,302,56,5,4,3,354,Loyal Customers,56
15529,11/17/2019 0:00,37611.32,661,13,5,5,5,555,Champions,13
15339,10/4/2019 0:00,7522.41,173,57,5,4,3,354,Loyal Customers,57
17957,10/4/2019 0:00,2932.29,30,57,2,2,3,322,Casual Shoppers,57
16374,10/4/2019 0:00,2876.63,108,57,4,2,3,342,Loyal Customers,57
16545,10/4/2019 0:00,8147.54,294,57,5,4,3,354,Loyal Customers,57
15276,10/4/2019 0:00,745.08,49,57,3,1,3,331,Value Seekers,57
17321,10/3/2019 0:00,4840.89,129,58,4,3,3,343,Loyal Customers,58
14651,10/3/2019 0:00,4185.5,101,58,4,3,3,343,Loyal Customers,58
15372,10/3/2019 0:00,37907.99,287,58,5,5,3,355,Loyal Customers,58
15374,10/3/2019 0:00,9066.04,239,58,5,4,3,354,Loyal Customers,58
16007,10/23/2019 0:00,15628.11,381,38,5,5,3,355,Loyal Customers,38
15701,10/2/2019 0:00,7857.94,201,59,5,4,3,354,Loyal Customers,59
14502,11/20/2019 0:00,17492.65,607,10,5,5,5,555,Champions,10
16533,11/20/2019 0:00,7371.79,176,10,5,4,5,554,Champions,10
17954,10/2/2019 0:00,21282.73,416,59,5,5,3,355,Loyal Customers,59
17376,9/30/2019 0:00,1089.75,24,61,2,1,3,321,Casual Shoppers,61
12202,9/30/2019 0:00,6810.79,248,61,5,4,3,354,Loyal Customers,61
14524,11/8/2019 0:00,8591.94,197,22,5,4,4,454,Champions,22
14680,11/14/2019 0:00,126356.73,257,16,5,5,4,455,Champions,16
17220,11/15/2019 0:00,22509.81,467,15,5,5,4,455,Champions,15
13949,11/15/2019 0:00,25996.32,336,15,5,5,4,455,Champions,15
18204,9/29/2019 0:00,14221.57,192,62,5,4,3,354,Loyal Customers,62
16460,11/11/2019 0:00,9803.38,132,19,4,4,4,444,Champions,19
15750,11/24/2019 0:00,17320.36,272,6,5,5,5,555,Champions,6
15693,9/28/2019 0:00,451.34,21,63,2,1,3,321,Casual Shoppers,63
17950,9/28/2019 0:00,4245.45,71,63,4,3,3,343,Loyal Customers,63
15036,9/28/2019 0:00,3611.91,119,63,4,3,3,343,Loyal Customers,63
14649,9/28/2019 0:00,7628.01,104,63,4,4,3,344,Loyal Customers,63
13716,9/28/2019 0:00,5507.2,207,63,5,3,3,353,Loyal Customers,63
13719,11/24/2019 0:00,14928.81,323,6,5,5,5,555,Champions,6
17721,9/28/2019 0:00,6289.66,240,63,5,3,3,353,Loyal Customers,63
14411,9/27/2019 0:00,8554.16,139,64,4,4,3,344,Loyal Customers,64
16567,9/27/2019 0:00,25235.24,308,64,5,5,3,355,Loyal Customers,64
17377,11/16/2019 0:00,24541.61,403,14,5,5,4,455,Champions,14
16383,9/26/2019 0:00,5398.67,98,65,4,3,3,343,Loyal Customers,65
17287,11/13/2019 0:00,6773.78,122,17,4,4,4,444,Champions,17
16326,11/24/2019 0:00,8738.06,280,6,5,4,5,554,Champions,6
14367,11/18/2019 0:00,43564.19,498,12,5,5,5,555,Champions,12
15860,10/30/2019 0:00,5410.9,137,31,4,3,4,443,Loyal Customers,31
13991,11/27/2019 0:00,9079.12,81,3,4,4,5,544,Champions,3
16594,9/25/2019 0:00,841.53,53,66,3,1,3,331,Value Seekers,66
17107,11/6/2019 0:00,54230.79,416,24,5,5,4,455,Champions,24
15154,9/25/2019 0:00,1166.79,71,66,4,1,3,341,Uncategorized,66
17388,9/23/2019 0:00,12241.47,15,68,2,4,3,324,High-Potential Customers,68
15982,9/23/2019 0:00,71.67,6,68,1,1,3,311,Casual Shoppers,68
14546,10/30/2019 0:00,12842.92,326,31,5,4,4,454,Champions,31
16485,9/23/2019 0:00,2964.3,55,68,3,2,3,332,Value Seekers,68
15549,9/23/2019 0:00,8776.86,113,68,4,4,3,344,Loyal Customers,68
12134,9/23/2019 0:00,7825.83,256,68,5,4,3,354,Loyal Customers,68
13135,9/23/2019 0:00,55274.44,229,68,5,5,3,355,Loyal Customers,68
14395,10/10/2019 0:00,17756.66,291,51,5,5,3,355,Loyal Customers,51
15571,11/28/2019 0:00,2965.15,57,2,3,2,5,532,Value Seekers,2
15484,11/21/2019 0:00,26523.58,160,9,5,5,5,555,Champions,9
13539,9/21/2019 0:00,3963.82,50,70,3,3,3,333,Emerging Champions,70
13316,11/2/2019 0:00,62319.39,86,28,4,5,4,445,Champions,28
16665,9/21/2019 0:00,4627.85,181,70,5,3,3,353,Loyal Customers,70
17667,10/4/2019 0:00,24051.41,524,57,5,5,3,355,Loyal Customers,57
14668,9/21/2019 0:00,5954.5,236,70,5,3,3,353,Loyal Customers,70
12671,9/21/2019 0:00,8969.15,326,70,5,4,3,354,Loyal Customers,70
15351,11/27/2019 0:00,8578.34,220,3,5,4,5,554,Champions,3
13427,11/20/2019 0:00,6234.22,33,10,2,3,5,523,High-Potential Customers,10
16624,9/20/2019 0:00,5746.34,48,71,3,3,3,333,Emerging Champions,71
16327,11/25/2019 0:00,27480.33,370,5,5,5,5,555,Champions,5
16464,11/20/2019 0:00,10909.04,229,10,5,4,5,554,Champions,10
16507,9/20/2019 0:00,8662,205,71,5,4,3,354,Loyal Customers,71
16906,9/19/2019 0:00,3238.7,86,72,4,2,3,342,Loyal Customers,72
13566,10/30/2019 0:00,6572,169,31,5,3,4,453,Loyal Customers,31
14769,9/18/2019 0:00,81564.63,1036,73,5,5,3,355,Loyal Customers,73
12985,11/11/2019 0:00,13531.48,170,19,5,4,4,454,Champions,19
16878,9/16/2019 0:00,136.59,3,75,1,1,2,211,Casual Shoppers,75
17786,9/15/2019 0:00,2193.83,68,76,3,2,2,232,At Risk,76
17898,9/15/2019 0:00,2103.36,28,76,2,2,2,222,Casual Shoppers,76
17576,11/1/2019 0:00,21792.43,361,29,5,5,4,455,Champions,29
16949,10/30/2019 0:00,16095.97,250,31,5,5,4,455,Champions,31
13952,9/15/2019 0:00,27363.08,360,76,5,5,2,255,At Risk,76
18001,11/27/2019 0:00,3636.75,57,3,3,3,5,533,Emerging Champions,3
13634,11/6/2019 0:00,8482.22,186,24,5,4,4,454,Champions,24
16602,11/3/2019 0:00,9139.2,227,27,5,4,4,454,Champions,27
16279,11/18/2019 0:00,11614.89,106,12,4,4,5,544,Champions,12
16984,9/12/2019 0:00,28791.77,400,79,5,5,2,255,At Risk,79
17446,9/12/2019 0:00,8639.39,197,79,5,4,2,254,At Risk,79
15764,9/12/2019 0:00,23707.69,180,79,5,5,2,255,At Risk,79
15035,9/11/2019 0:00,2769.86,27,80,2,2,2,222,Casual Shoppers,80
13884,9/11/2019 0:00,2747.13,46,80,3,2,2,232,At Risk,80
15533,11/20/2019 0:00,3777.35,83,10,4,3,5,543,Loyal Customers,10
17965,11/2/2019 0:00,18145.06,324,28,5,5,4,455,Champions,28
16515,10/18/2019 0:00,10118.8,111,43,4,4,3,344,Loyal Customers,43
15221,9/9/2019 0:00,6952.06,189,82,5,4,2,254,At Risk,82
13700,11/13/2019 0:00,25683.71,194,17,5,5,4,455,Champions,17
17004,10/24/2019 0:00,8295.09,43,37,3,4,3,334,Emerging Champions,37
16031,9/8/2019 0:00,4876.5,98,83,4,3,2,243,At Risk,83
13060,9/8/2019 0:00,7713.34,252,83,5,4,2,254,At Risk,83
15840,10/12/2019 0:00,16574.13,482,49,5,5,3,355,Loyal Customers,49
13249,9/8/2019 0:00,6327.38,23,83,2,3,2,223,Casual Shoppers,83
17919,9/12/2019 0:00,15796.55,276,79,5,5,2,255,At Risk,79
14177,9/14/2019 0:00,2653.89,41,77,3,2,2,232,At Risk,77
18196,9/5/2019 0:00,4975.84,139,86,4,3,2,243,At Risk,86
16744,11/28/2019 0:00,8288.86,236,2,5,4,5,554,Champions,2
12851,9/4/2019 0:00,1209.21,47,87,3,1,2,231,At Risk,87
17229,9/4/2019 0:00,1540.58,47,87,3,2,2,232,At Risk,87
13548,9/4/2019 0:00,5139.2,123,87,4,3,2,243,At Risk,87
16629,9/27/2019 0:00,5430.66,60,64,3,3,3,333,Emerging Champions,64
14232,10/28/2019 0:00,25683.38,313,33,5,5,4,455,Champions,33
13233,9/26/2019 0:00,16436.06,253,65,5,5,3,355,Loyal Customers,65
13396,11/10/2019 0:00,12485.63,256,20,5,4,4,454,Champions,20
15719,11/7/2019 0:00,28258.36,930,23,5,5,4,455,Champions,23
16923,11/27/2019 0:00,38010.91,627,3,5,5,5,555,Champions,3
14857,10/11/2019 0:00,17229.45,389,50,5,5,3,355,Loyal Customers,50
16974,8/31/2019 0:00,5479.33,240,91,5,3,2,253,At Risk,91
16780,8/31/2019 0:00,4856.65,117,91,4,3,2,243,At Risk,91
14754,10/26/2019 0:00,12346.15,306,35,5,4,3,354,Loyal Customers,35
17755,8/30/2019 0:00,3547.36,176,92,5,3,2,253,At Risk,92
16756,8/30/2019 0:00,6678.85,189,92,5,3,2,253,At Risk,92
15758,11/15/2019 0:00,5660.86,219,15,5,3,4,453,Loyal Customers,15
12760,8/30/2019 0:00,4648.16,185,92,5,3,2,253,At Risk,92
12817,8/30/2019 0:00,6707.54,206,92,5,3,2,253,At Risk,92
14818,9/27/2019 0:00,10564.99,264,64,5,4,3,354,Loyal Customers,64
15820,8/30/2019 0:00,4950.93,154,92,4,3,2,243,At Risk,92
14078,8/30/2019 0:00,4253.02,65,92,3,3,2,233,At Risk,92
14825,11/24/2019 0:00,15283.99,317,6,5,5,5,555,Champions,6
13835,11/14/2019 0:00,10333.31,270,16,5,4,4,454,Champions,16
16838,8/30/2019 0:00,8364.3,218,92,5,4,2,254,At Risk,92
15866,8/30/2019 0:00,1481.94,43,92,3,2,2,232,At Risk,92
14472,8/28/2019 0:00,13532.08,265,94,5,4,2,254,At Risk,94
15325,8/28/2019 0:00,2533.37,48,94,3,2,2,232,At Risk,94
16806,8/28/2019 0:00,4393.08,92,94,4,3,2,243,At Risk,94
14869,8/28/2019 0:00,3965.47,49,94,3,3,2,233,At Risk,94
13516,11/18/2019 0:00,13748.7,114,12,4,4,5,544,Champions,12
13159,10/20/2019 0:00,9367.29,97,41,4,4,3,344,Loyal Customers,41
18200,8/25/2019 0:00,1220.09,30,97,2,1,2,221,Casual Shoppers,97
12221,8/24/2019 0:00,16948.03,277,98,5,5,2,255,At Risk,98
16723,9/9/2019 0:00,4633.23,42,82,3,3,2,233,At Risk,82
17865,11/9/2019 0:00,69781.68,369,21,5,5,4,455,Champions,21
16340,8/24/2019 0:00,5529.02,141,98,4,3,2,243,At Risk,98
15727,11/23/2019 0:00,35165.82,301,7,5,5,5,555,Champions,7
17869,8/24/2019 0:00,1792.72,53,98,3,2,2,232,At Risk,98
16033,11/6/2019 0:00,42361.99,1054,24,5,5,4,455,Champions,24
18018,8/23/2019 0:00,688.82,29,99,2,1,2,221,Casual Shoppers,99
16952,8/22/2019 0:00,1077.56,16,100,2,1,2,221,Casual Shoppers,100
16536,8/21/2019 0:00,3134.84,57,101,3,2,2,232,At Risk,101
17045,8/18/2019 0:00,1710.44,25,104,2,2,2,222,Casual Shoppers,104
17070,8/17/2019 0:00,1612.51,62,105,3,2,2,232,At Risk,105
16272,8/15/2019 0:00,1912.88,25,107,2,2,2,222,Casual Shoppers,107
15271,11/13/2019 0:00,13819.34,253,17,5,4,4,454,Champions,17
13838,8/14/2019 0:00,2131.49,113,108,4,2,2,242,At Risk,108
14040,10/30/2019 0:00,16328.14,229,31,5,5,4,455,Champions,31
14193,10/3/2019 0:00,12182.42,248,58,5,4,3,354,Loyal Customers,58
14195,8/12/2019 0:00,13899.56,203,110,5,4,2,254,At Risk,110
13955,8/11/2019 0:00,35765.21,384,111,5,5,2,255,At Risk,111
17284,10/10/2019 0:00,15565.03,291,51,5,5,3,355,Loyal Customers,51
17248,8/11/2019 0:00,9575.01,272,111,5,4,2,254,At Risk,111
15027,11/9/2019 0:00,6730.35,37,21,3,4,4,434,Emerging Champions,21
16928,9/20/2019 0:00,24308.64,203,71,5,5,3,355,Loyal Customers,71
14099,11/23/2019 0:00,24958.73,249,7,5,5,5,555,Champions,7
15093,11/21/2019 0:00,47088.95,259,9,5,5,5,555,Champions,9
17846,8/10/2019 0:00,13882.59,86,112,4,4,2,244,At Risk,112
16904,11/10/2019 0:00,20280.94,615,20,5,5,4,455,Champions,20
16933,8/10/2019 0:00,10086.02,306,112,5,4,2,254,At Risk,112
17934,10/19/2019 0:00,10554.95,222,42,5,4,3,354,Loyal Customers,42
12843,10/5/2019 0:00,14832.05,307,56,5,5,3,355,Loyal Customers,56
17085,8/8/2019 0:00,9646.68,186,114,5,4,2,254,At Risk,114
16788,8/8/2019 0:00,10349.29,323,114,5,4,2,254,At Risk,114
15715,8/8/2019 0:00,7121.64,195,114,5,4,2,254,At Risk,114
13717,11/7/2019 0:00,26411.5,272,23,5,5,4,455,Champions,23
14903,11/18/2019 0:00,18481.68,350,12,5,5,5,555,Champions,12
16950,10/14/2019 0:00,7807.67,42,47,3,4,3,334,Emerging Champions,47
16530,8/5/2019 0:00,68.59,4,117,1,1,2,211,Casual Shoppers,117
17092,10/20/2019 0:00,13903.39,155,41,5,4,3,354,Loyal Customers,41
14553,11/20/2019 0:00,13193.28,297,10,5,4,5,554,Champions,10
13451,11/13/2019 0:00,36293.96,872,17,5,5,4,455,Champions,17
15417,9/15/2019 0:00,8807.72,177,76,5,4,2,254,At Risk,76
15420,8/4/2019 0:00,6711,171,118,5,3,2,253,At Risk,118
17267,8/4/2019 0:00,1932.07,37,118,3,2,2,232,At Risk,118
16324,8/3/2019 0:00,3161.33,111,119,4,2,2,242,At Risk,119
16348,11/7/2019 0:00,9631.19,221,23,5,4,4,454,Champions,23
13264,8/3/2019 0:00,5078.23,178,119,5,3,2,253,At Risk,119
14076,8/2/2019 0:00,919.71,44,120,3,1,2,231,At Risk,120
13113,11/25/2019 0:00,47325.11,377,5,5,5,5,555,Champions,5
13114,8/2/2019 0:00,4215.21,150,120,4,3,2,243,At Risk,120
13167,11/21/2019 0:00,8716.32,64,9,3,4,5,534,Emerging Champions,9
13024,9/16/2019 0:00,13358.61,262,75,5,4,2,254,At Risk,75
15569,8/28/2019 0:00,8235.2,31,94,2,4,2,224,At Risk,94
16255,11/23/2019 0:00,19103.75,270,7,5,5,5,555,Champions,7
13892,11/13/2019 0:00,10979.14,36,17,3,4,4,434,Emerging Champions,17
13827,10/13/2019 0:00,1834.41,92,48,4,2,3,342,Loyal Customers,48
17997,9/26/2019 0:00,25110.99,164,65,5,5,3,355,Loyal Customers,65
15746,7/28/2019 0:00,1978.66,28,125,2,2,2,222,Casual Shoppers,125
15651,11/3/2019 0:00,11090.68,213,27,5,4,4,454,Champions,27
17931,7/28/2019 0:00,2958.59,65,125,3,2,2,232,At Risk,125
17513,9/28/2019 0:00,7071.12,189,63,5,4,3,354,Loyal Customers,63
15515,7/27/2019 0:00,5743.3,189,126,5,3,2,253,At Risk,126
16243,11/6/2019 0:00,1754.43,61,24,3,2,4,432,Value Seekers,24
16942,11/27/2019 0:00,8420.17,277,3,5,4,5,554,Champions,3
17369,7/26/2019 0:00,5761.38,159,127,5,3,2,253,At Risk,127
16364,11/28/2019 0:00,2540.88,52,2,3,2,5,532,Value Seekers,2
14214,11/9/2019 0:00,14696.08,285,21,5,5,4,455,Champions,21
13217,8/9/2019 0:00,13335.21,377,113,5,4,2,254,At Risk,113
17522,7/24/2019 0:00,15744.24,212,129,5,5,2,255,At Risk,129
13956,10/16/2019 0:00,5344.07,127,45,4,3,3,343,Loyal Customers,45
17926,7/29/2019 0:00,22406.94,461,124,5,5,2,255,At Risk,124
14999,7/22/2019 0:00,535.55,23,131,2,1,2,221,Casual Shoppers,131
17935,7/24/2019 0:00,951.79,28,129,2,1,2,221,Casual Shoppers,129
17660,7/21/2019 0:00,2913.81,87,132,4,2,2,242,At Risk,132
16271,11/24/2019 0:00,9463.58,129,6,4,4,5,544,Champions,6
16772,7/20/2019 0:00,16086.04,449,133,5,5,2,255,At Risk,133
14773,7/20/2019 0:00,10429.4,333,133,5,4,2,254,At Risk,133
18101,11/28/2019 0:00,770.44,41,2,3,1,5,531,Value Seekers,2
14583,7/18/2019 0:00,6340.43,213,135,5,3,2,253,At Risk,135
15433,7/18/2019 0:00,12660.61,278,135,5,4,2,254,At Risk,135
15434,11/8/2019 0:00,21615.74,490,22,5,5,4,455,Champions,22
16813,10/20/2019 0:00,14682.21,404,41,5,5,3,355,Loyal Customers,41
17774,9/4/2019 0:00,6450.65,153,87,4,3,2,243,At Risk,87
17984,7/17/2019 0:00,1161.05,48,136,3,1,2,231,At Risk,136
13117,11/18/2019 0:00,10889.55,84,12,4,4,5,544,Champions,12
14722,7/15/2019 0:00,5870.9,162,138,5,3,2,253,At Risk,138
16225,10/26/2019 0:00,17978.85,513,35,5,5,3,355,Loyal Customers,35
15987,11/27/2019 0:00,16246.27,129,3,4,5,5,545,Champions,3
17259,7/14/2019 0:00,4552.47,116,139,4,3,2,243,At Risk,139
17090,10/18/2019 0:00,16008.02,328,43,5,5,3,355,Loyal Customers,43
15752,10/31/2019 0:00,20248.13,405,30,5,5,4,455,Champions,30
16899,11/20/2019 0:00,11534.27,135,10,4,4,5,544,Champions,10
13667,7/13/2019 0:00,1833.67,83,140,4,2,2,242,At Risk,140
13923,10/17/2019 0:00,13041.5,361,44,5,4,3,354,Loyal Customers,44
16409,11/3/2019 0:00,14763.48,231,27,5,5,4,455,Champions,27
15816,7/12/2019 0:00,14540.25,432,141,5,5,2,255,At Risk,141
14817,7/12/2019 0:00,15127.89,356,141,5,5,2,255,At Risk,141
14690,10/26/2019 0:00,2075.45,48,35,3,2,3,332,Value Seekers,35
14552,7/11/2019 0:00,2599.88,113,142,4,2,2,242,At Risk,142
12556,11/4/2019 0:00,4448.71,121,26,4,3,4,443,Loyal Customers,26
15856,10/25/2019 0:00,105694.38,525,36,5,5,3,355,Loyal Customers,36
17966,11/2/2019 0:00,27479.52,68,28,3,5,4,435,Enthusiastic Spenders,28
13689,10/7/2019 0:00,4322.75,44,54,3,3,3,333,Emerging Champions,54
12692,7/11/2019 0:00,295.09,18,142,2,1,2,221,Casual Shoppers,142
17693,7/25/2019 0:00,14013.26,373,128,5,4,2,254,At Risk,128
15577,7/11/2019 0:00,1010.02,39,142,3,1,2,231,At Risk,142
17126,7/10/2019 0:00,8918.73,248,143,5,4,2,254,At Risk,143
16014,11/2/2019 0:00,3239.8,137,28,4,2,4,442,Loyal Customers,28
18121,7/13/2019 0:00,5158.6,31,140,2,3,2,223,Casual Shoppers,140
18037,7/8/2019 0:00,264.51,19,145,2,1,2,221,Casual Shoppers,145
15920,7/8/2019 0:00,1131.04,58,145,3,1,2,231,At Risk,145
13506,7/8/2019 0:00,15792.12,378,145,5,5,2,255,At Risk,145
13291,7/7/2019 0:00,2579.19,42,146,3,2,2,232,At Risk,146
16743,11/10/2019 0:00,23117.56,190,20,5,5,4,455,Champions,20
17892,10/14/2019 0:00,1367.31,28,47,2,1,3,321,Casual Shoppers,47
17611,11/9/2019 0:00,28013.51,548,21,5,5,4,455,Champions,21
16337,11/3/2019 0:00,9508.94,307,27,5,4,4,454,Champions,27
13338,7/7/2019 0:00,13274.69,360,146,5,4,2,254,At Risk,146
15889,7/6/2019 0:00,2460.52,83,147,4,2,2,242,At Risk,147
15334,7/6/2019 0:00,3137.99,97,147,4,2,2,242,At Risk,147
17341,7/6/2019 0:00,5184.33,157,147,5,3,2,253,At Risk,147
15053,7/6/2019 0:00,5281.37,40,147,3,3,2,233,At Risk,147
15581,7/6/2019 0:00,3413.69,143,147,4,3,2,243,At Risk,147
15162,7/6/2019 0:00,8060.65,236,147,5,4,2,254,At Risk,147
16163,7/6/2019 0:00,12515.39,393,147,5,4,2,254,At Risk,147
14039,11/6/2019 0:00,1834.58,46,24,3,2,4,432,Value Seekers,24
16051,7/5/2019 0:00,6706.79,203,148,5,3,2,253,At Risk,148
16055,7/5/2019 0:00,17273.84,494,148,5,5,2,255,At Risk,148
14774,7/4/2019 0:00,10258.6,309,149,5,4,2,254,At Risk,149
17765,7/4/2019 0:00,1719.89,56,149,3,2,2,232,At Risk,149
16874,7/4/2019 0:00,564.16,32,149,2,1,2,221,Casual Shoppers,149
16385,10/10/2019 0:00,3212.86,57,51,3,2,3,332,Value Seekers,51
13148,11/10/2019 0:00,42045.03,514,20,5,5,4,455,Champions,20
17899,7/3/2019 0:00,1900.9,31,150,2,2,2,222,Casual Shoppers,150
15483,7/1/2019 0:00,3213.19,84,152,4,2,2,242,At Risk,152
17673,10/4/2019 0:00,15550.9,195,57,5,5,3,355,Loyal Customers,57
12610,11/17/2019 0:00,12659.48,114,13,4,4,5,544,Champions,13
14614,6/30/2019 0:00,16523.57,384,153,5,5,2,255,At Risk,153
17891,6/30/2019 0:00,4237.04,34,153,3,3,2,233,At Risk,153
15537,6/29/2019 0:00,542.68,31,154,2,1,2,221,Casual Shoppers,154
15475,9/23/2019 0:00,53161.91,733,68,5,5,3,355,Loyal Customers,68
12116,6/27/2019 0:00,2076.51,72,156,4,2,2,242,At Risk,156
12240,6/27/2019 0:00,3656.61,143,156,4,3,2,243,At Risk,156
15644,6/26/2019 0:00,6233.86,232,157,5,3,2,253,At Risk,157
16066,11/23/2019 0:00,15008.89,232,7,5,5,5,555,Champions,7
17068,11/27/2019 0:00,23329.61,415,3,5,5,5,555,Champions,3
14656,6/23/2019 0:00,2834.86,133,160,4,2,2,242,At Risk,160
12937,11/24/2019 0:00,12564.55,297,6,5,4,5,554,Champions,6
14938,7/22/2019 0:00,9724.29,249,131,5,4,2,254,At Risk,131
17585,8/22/2019 0:00,18031.01,208,100,5,5,2,255,At Risk,100
15041,7/5/2019 0:00,1509.75,79,148,4,2,2,242,At Risk,148
14998,6/22/2019 0:00,4314.75,134,161,4,3,2,243,At Risk,161
17960,6/21/2019 0:00,495.82,26,162,2,1,2,221,Casual Shoppers,162
17644,11/3/2019 0:00,21140.56,313,27,5,5,4,455,Champions,27
14645,7/6/2019 0:00,10895.68,255,147,5,4,2,254,At Risk,147
13630,9/25/2019 0:00,14823.92,67,66,3,5,3,335,Uncategorized,66
12324,6/20/2019 0:00,6207.42,236,163,5,3,2,253,At Risk,163
15921,6/20/2019 0:00,1956.5,23,163,2,2,2,222,Casual Shoppers,163
17897,6/20/2019 0:00,10108.86,360,163,5,4,2,254,At Risk,163
16500,11/23/2019 0:00,13435.73,391,7,5,4,5,554,Champions,7
14511,11/28/2019 0:00,13011.81,244,2,5,4,5,554,Champions,2
16805,7/12/2019 0:00,6011.6,99,141,4,3,2,243,At Risk,141
13568,6/19/2019 0:00,868.12,43,164,3,1,2,231,At Risk,164
12151,6/17/2019 0:00,215.29,16,166,2,1,2,221,Casual Shoppers,166
15907,6/16/2019 0:00,2881.52,109,167,4,2,2,242,At Risk,167
13246,11/21/2019 0:00,17847.61,136,9,4,5,5,545,Champions,9
15112,6/16/2019 0:00,8401.53,236,167,5,4,2,254,At Risk,167
13826,6/16/2019 0:00,3163.12,73,167,4,2,2,242,At Risk,167
16461,6/15/2019 0:00,638.44,32,168,2,1,2,221,Casual Shoppers,168
14932,6/15/2019 0:00,7029.78,211,168,5,4,2,254,At Risk,168
13936,6/15/2019 0:00,4184.39,35,168,3,3,2,233,At Risk,168
14461,9/20/2019 0:00,17520.66,297,71,5,5,3,355,Loyal Customers,71
15812,8/24/2019 0:00,22923.49,335,98,5,5,2,255,At Risk,98
14813,6/14/2019 0:00,5499.71,213,169,5,3,2,253,At Risk,169
13636,11/3/2019 0:00,13019.95,251,27,5,4,4,454,Champions,27
14984,11/20/2019 0:00,801.86,39,10,3,1,5,531,Value Seekers,10
17265,7/24/2019 0:00,4445.66,122,129,4,3,2,243,At Risk,129
13533,6/10/2019 0:00,4456.52,139,173,4,3,2,243,At Risk,173
16005,11/27/2019 0:00,2492.74,205,3,5,2,5,552,Loyal Customers,3
13459,6/10/2019 0:00,4795.89,172,173,5,3,2,253,At Risk,173
13237,6/9/2019 0:00,7817.68,245,174,5,4,2,254,At Risk,174
14243,11/1/2019 0:00,18335.66,287,29,5,5,4,455,Champions,29
16113,6/9/2019 0:00,1969.66,30,174,2,2,2,222,Casual Shoppers,174
